,date,campaign_name,click,ctv,vtv,cost,campaign_budget_total_amount
929,2023-05-07,2050929554,86,1,0,9148.7,9130.0
930,2023-05-08,2050929554,47,0,1,8930.9,9130.0
931,2023-05-09,2050929554,27,0,0,10452.2,9130.0
932,2023-05-10,2050929554,76,0,0,8901.2,9130.0
933,2023-05-11,2050929554,78,0,1,11123.2,11000.0
934,2023-05-12,2050929554,51,1,0,11036.3,11000.0
935,2023-05-13,2050929554,96,2,0,10585.3,11000.0
936,2023-05-14,2050929554,130,0,0,11492.8,11000.0
937,2023-05-15,2050929554,52,1,1,11312.4,11000.0
938,2023-05-16,2050929554,75,2,2,11475.2,11000.0
939,2023-05-17,2050929554,130,2,1,11401.5,11000.0
940,2023-05-18,2050929554,93,1,0,10843.8,11000.0
941,2023-05-19,2050929554,73,1,2,10530.3,11000.0
942,2023-05-20,2050929554,88,5,0,10938.4,11000.0
943,2023-05-21,2050929554,81,0,0,14011.8,11000.0
944,2023-05-22,2050929554,71,2,1,10832.8,11000.0
945,2023-05-23,2050929554,50,0,0,10882.3,11000.0
946,2023-05-24,2050929554,50,0,0,11077.0,11000.0
947,2023-05-25,2050929554,87,4,1,11226.6,11000.0
948,2023-05-26,2050929554,130,3,0,10600.7,11000.0
949,2023-05-27,2050929554,92,2,0,10160.7,11000.0
950,2023-05-28,2050929554,95,2,0,10505.0,11000.0
951,2023-05-29,2050929554,80,3,0,10610.6,11000.0
952,2023-05-30,2050929554,84,1,1,10841.6,11000.0
953,2023-05-31,2050929554,84,0,0,9487.5,11000.0
954,2023-06-01,2050929554,97,0,0,11246.4,11000.0
955,2023-06-02,2050929554,78,0,0,11122.1,11000.0
956,2023-06-03,2050929554,80,0,0,10661.2,11000.0
957,2023-06-04,2050929554,92,1,0,12010.9,11000.0
958,2023-06-05,2050929554,51,2,0,12046.1,8800.0
959,2023-06-06,2050929554,68,0,0,9416.0,8800.0
960,2023-06-07,2050929554,61,2,0,9131.1,8800.0
961,2023-06-08,2050929554,84,0,3,10424.7,8800.0
962,2023-06-09,2050929554,47,3,0,8814.3,8800.0
963,2023-06-10,2050929554,83,2,0,8835.2,8800.0
964,2023-06-11,2050929554,75,1,1,8477.7,8800.0
965,2023-06-12,2050929554,92,1,1,9143.2,8800.0
966,2023-06-13,2050929554,53,0,0,9576.6,8800.0
967,2023-06-14,2050929554,64,1,2,9313.7,8800.0
968,2023-06-15,2050929554,70,1,1,8963.9,8800.0
969,2023-06-16,2050929554,59,0,1,8322.6,6600.0
970,2023-06-17,2050929554,46,0,0,7040.0,6600.0
971,2023-06-18,2050929554,64,0,0,7993.7,6600.0
972,2023-06-19,2050929554,47,1,2,7917.8,6600.0
973,2023-06-20,2050929554,47,0,0,6416.3,6600.0
974,2023-06-21,2050929554,52,1,1,7065.3,6600.0
975,2023-06-22,2050929554,52,0,2,7282.0,6600.0
976,2023-06-23,2050929554,50,0,2,6253.5,6600.0
977,2023-06-24,2050929554,48,0,0,6314.0,6600.0
978,2023-06-25,2050929554,50,0,0,6199.6,6600.0
979,2023-06-26,2050929554,47,1,1,7057.6,6600.0
980,2023-06-27,2050929554,46,4,2,5816.8,6600.0
981,2023-06-28,2050929554,55,0,1,5863.0,6600.0
982,2023-06-29,2050929554,45,3,0,5687.0,6600.0
983,2023-06-30,2050929554,57,0,0,5528.6,6600.0
984,2023-07-01,2050929554,68,0,0,6568.1,6600.0
985,2023-07-02,2050929554,72,2,0,6844.2,6600.0
986,2023-07-03,2050929554,82,0,0,6570.3,6600.0
987,2023-07-04,2050929554,89,0,0,6778.2,6600.0
988,2023-07-05,2050929554,102,0,1,6770.5,6600.0
989,2023-07-06,2050929554,83,5,0,6644.0,6600.0
990,2023-07-07,2050929554,105,0,0,6613.2,6600.0
991,2023-07-08,2050929554,100,0,0,7024.6,6600.0
992,2023-07-09,2050929554,134,0,0,6571.4,6600.0
993,2023-07-10,2050929554,90,1,0,6560.4,6600.0
994,2023-07-11,2050929554,86,0,0,7056.5,6600.0
995,2023-07-12,2050929554,61,1,0,6851.9,6600.0
996,2023-07-13,2050929554,77,0,0,6248.0,6600.0
997,2023-07-14,2050929554,55,0,0,6474.6,6600.0
998,2023-07-15,2050929554,77,0,0,6382.2,6600.0
999,2023-07-16,2050929554,90,0,0,6840.9,6600.0
1000,2023-07-17,2050929554,176,0,0,6491.1,6600.0
1001,2023-07-18,2050929554,75,1,0,6475.7,6600.0
1002,2023-07-19,2050929554,71,0,0,6516.4,6600.0
1003,2023-07-20,2050929554,76,1,0,5798.1,6600.0
1004,2023-07-21,2050929554,113,0,0,9009.0,8800.0
1005,2023-07-22,2050929554,147,2,0,9093.7,8800.0
1006,2023-07-23,2050929554,96,0,0,9117.9,8800.0
1007,2023-07-24,2050929554,114,1,0,9127.8,8800.0
1008,2023-07-25,2050929554,87,0,0,8967.2,8800.0
1009,2023-07-26,2050929554,86,2,2,9252.1,8800.0
1010,2023-07-27,2050929554,123,2,0,8708.7,8800.0
1011,2023-07-28,2050929554,105,2,0,8077.3,8800.0
1012,2023-07-29,2050929554,120,2,0,8864.9,8800.0
1013,2023-07-30,2050929554,124,1,0,8564.6,8800.0
1014,2023-07-31,2050929554,104,1,0,7980.5,8800.0
1015,2023-08-01,2050929554,121,2,0,8950.7,8800.0
1016,2023-08-02,2050929554,144,0,0,8955.1,8800.0
1017,2023-08-03,2050929554,145,1,0,8674.6,8800.0
1018,2023-08-04,2050929554,101,0,0,9588.7,8800.0
1019,2023-08-05,2050929554,116,0,0,9354.4,8800.0
1020,2023-08-06,2050929554,92,0,0,8801.1,8800.0
1021,2023-08-07,2050929554,75,2,0,7867.2,8800.0
1022,2023-08-08,2050929554,76,0,1,9397.3,8800.0
1023,2023-08-09,2050929554,80,0,0,8979.3,8800.0
1024,2023-08-10,2050929554,117,1,1,9130.0,8800.0
1025,2023-08-11,2050929554,104,0,0,8622.9,8800.0
1026,2023-08-12,2050929554,97,0,0,9049.7,8800.0
1027,2023-08-13,2050929554,111,0,0,8884.7,8800.0
1028,2023-08-14,2050929554,88,1,0,8764.8,8800.0
1029,2023-08-15,2050929554,81,0,0,8488.7,8800.0
1030,2023-08-16,2050929554,103,0,1,8706.5,8800.0
1031,2023-08-17,2050929554,87,1,2,8624.0,8800.0
1032,2023-08-18,2050929554,69,0,0,8882.5,8800.0
1033,2023-08-19,2050929554,88,0,0,7980.5,8800.0
1034,2023-08-20,2050929554,80,0,0,7630.7,8800.0
1035,2023-08-21,2050929554,70,1,0,6536.2,6600.0
1036,2023-08-22,2050929554,56,2,1,4622.2,6600.0
1037,2023-08-23,2050929554,94,0,1,6268.9,6600.0
1038,2023-08-24,2050929554,74,1,0,8088.3,6600.0
1039,2023-08-25,2050929554,62,0,1,5319.6,5500.0
1040,2023-08-26,2050929554,45,1,1,3765.3,5500.0
1041,2023-08-27,2050929554,44,0,0,4095.3,5500.0
1042,2023-08-28,2050929554,57,1,1,8424.9,5500.0
1043,2023-08-29,2050929554,71,1,1,5733.2,5500.0
1044,2023-08-30,2050929554,36,2,0,6139.1,5500.0
1045,2023-08-31,2050929554,90,0,0,6594.5,6600.0
1046,2023-09-01,2050929554,101,0,0,6675.9,6600.0
1047,2023-09-02,2050929554,120,0,0,7095.0,6600.0
1048,2023-09-03,2050929554,128,1,0,6964.1,6600.0
1049,2023-09-04,2050929554,169,0,1,8795.6,8800.0
1050,2023-09-05,2050929554,93,2,1,7624.1,8800.0
1051,2023-09-06,2050929554,190,0,0,10249.8,8800.0
1052,2023-09-07,2050929554,109,3,2,6509.8,8800.0
1053,2023-09-08,2050929554,129,1,1,7121.4,8800.0
1054,2023-09-09,2050929554,84,0,0,4867.5,8800.0
1055,2023-09-10,2050929554,52,2,0,3956.7,8800.0
1056,2022-04-01,9473510839,53,0,0,7024.6,22000.0
1057,2022-04-02,9473510839,49,0,0,3377.0,22000.0
1058,2022-04-03,9473510839,253,2,3,12515.8,22000.0
1059,2022-04-04,9473510839,337,2,2,22647.9,22000.0
1060,2022-04-05,9473510839,299,1,0,17186.4,22000.0
1061,2022-04-06,9473510839,416,4,0,30144.4,22000.0
1062,2022-04-07,9473510839,123,0,0,22075.9,22000.0
1063,2022-04-08,9473510839,197,0,1,21916.4,22000.0
1064,2022-04-09,9473510839,126,0,0,22744.7,22000.0
1065,2022-04-10,9473510839,145,0,3,17298.6,22000.0
1066,2022-04-11,9473510839,180,1,1,14745.5,22000.0
1067,2022-04-12,9473510839,382,1,0,32085.9,22000.0
1068,2022-04-13,9473510839,361,0,0,25062.4,22000.0
1069,2022-04-14,9473510839,351,1,1,22061.6,22000.0
1070,2022-04-15,9473510839,362,4,0,23642.3,22000.0
1071,2022-04-16,9473510839,688,5,0,33595.1,22000.0
1072,2022-04-17,9473510839,813,3,1,33529.1,33000.0
1073,2022-04-18,9473510839,851,2,0,32931.8,33000.0
1074,2022-04-19,9473510839,798,7,1,33838.2,33000.0
1075,2022-04-20,9473510839,410,1,1,15383.5,33000.0
1076,2022-04-21,9473510839,63,0,0,2182.4,33000.0
1077,2022-04-22,9473510839,1627,1,1,66590.7,33000.0
1078,2022-04-23,9473510839,954,0,0,53128.9,33000.0
1079,2022-04-24,9473510839,629,1,0,44140.8,33000.0
1080,2022-04-25,9473510839,427,0,0,18828.7,33000.0
1081,2022-04-26,9473510839,93,0,0,3472.7,33000.0
1082,2022-04-27,9473510839,510,4,3,33991.1,33000.0
1083,2022-04-28,9473510839,632,4,0,60915.8,33000.0
1084,2022-04-29,9473510839,417,0,1,39915.7,27500.0
1085,2022-04-30,9473510839,385,3,0,28307.4,27500.0
1086,2022-05-01,9473510839,107,0,0,5504.4,27500.0
1087,2022-05-02,9473510839,60,0,0,2665.3,27500.0
1088,2022-05-03,9473510839,185,3,1,13486.0,27500.0
1089,2022-05-04,9473510839,935,3,0,55669.9,27500.0
1090,2022-05-05,9473510839,1437,5,0,56955.8,27500.0
1091,2022-05-06,9473510839,611,2,1,30681.2,27500.0
1092,2022-05-07,9473510839,382,0,0,28446.0,27500.0
1093,2022-05-08,9473510839,406,1,1,20771.3,27500.0
1094,2022-05-09,9473510839,134,1,1,8233.5,27500.0
1095,2022-05-10,9473510839,663,3,0,53823.0,27500.0
1096,2022-05-11,9473510839,313,3,1,30855.0,27500.0
1097,2022-05-12,9473510839,132,1,0,10810.8,27500.0
1098,2022-05-13,9473510839,388,4,0,38919.1,27500.0
1099,2022-05-14,9473510839,293,1,1,29203.9,27500.0
1100,2022-05-15,9473510839,30,0,0,1743.5,27500.0
1101,2022-05-16,9473510839,286,0,4,23120.9,27500.0
1102,2022-05-17,9473510839,559,2,0,52538.2,27500.0
1103,2022-05-18,9473510839,223,0,0,22392.7,22000.0
1104,2022-05-19,9473510839,42,0,1,2751.1,22000.0
1105,2022-05-20,9473510839,78,0,0,4742.1,22000.0
1106,2022-05-21,9473510839,645,2,2,43672.2,22000.0
1107,2022-05-22,9473510839,550,1,2,39168.8,22000.0
1108,2022-05-23,9473510839,429,3,1,21937.3,22000.0
1109,2022-05-24,9473510839,368,1,1,19891.3,22000.0
1110,2022-05-25,9473510839,395,1,1,23197.9,22000.0
1111,2022-05-26,9473510839,515,0,0,21882.3,22000.0
1112,2022-05-27,9473510839,555,3,0,21166.2,22000.0
1113,2022-05-28,9473510839,86,0,0,3493.6,22000.0
1114,2022-05-29,9473510839,996,2,1,40909.0,22000.0
1115,2022-05-30,9473510839,668,2,2,25941.3,22000.0
1116,2022-05-31,9473510839,303,2,1,17422.9,22000.0
1117,2022-06-01,9473510839,166,1,0,8198.3,22000.0
1118,2022-06-02,9473510839,95,1,0,6114.9,22000.0
1119,2022-06-03,9473510839,566,0,1,30281.9,22000.0
1120,2022-06-04,9473510839,746,2,2,45172.6,22000.0
1121,2022-06-05,9473510839,477,2,1,27083.1,22000.0
1122,2022-06-06,9473510839,184,0,0,8904.5,16500.0
1123,2022-06-07,9473510839,8,0,0,445.5,11000.0
1124,2022-06-08,9473510839,154,3,1,17963.0,11000.0
1125,2022-06-09,9473510839,186,0,2,16823.4,11000.0
1126,2022-06-10,9473510839,62,0,0,11134.2,11000.0
1127,2022-06-11,9473510839,20,0,0,6314.0,11000.0
1128,2022-06-12,9473510839,3,0,0,1621.4,11000.0
1129,2022-06-13,9473510839,12,0,0,5531.9,5500.0
1130,2022-06-14,9473510839,14,0,0,5482.4,5500.0
1131,2022-06-15,9473510839,2,0,0,818.4,5500.0
1132,2022-06-16,9473510839,13,0,0,1249.6,5500.0
1133,2022-06-17,9473510839,11,0,0,2077.9,5500.0
1134,2022-06-18,9473510839,110,0,0,9434.7,5500.0
1135,2022-06-19,9473510839,200,1,0,11074.8,5500.0
1136,2022-06-20,9473510839,31,0,0,3313.2,5500.0
1137,2022-06-21,9473510839,17,0,1,1523.5,5500.0
1138,2022-06-22,9473510839,28,0,1,6190.8,5500.0
1139,2022-06-23,9473510839,76,0,1,10861.4,5500.0
1140,2022-06-24,9473510839,55,0,0,6870.6,6600.0
1141,2022-06-25,9473510839,81,0,0,6620.9,6600.0
1142,2022-06-26,9473510839,39,0,2,1839.2,6600.0
1143,2022-06-27,9473510839,127,0,0,5825.6,22000.0
1144,2022-06-28,9473510839,546,3,0,40032.3,22000.0
1145,2022-06-29,9473510839,348,0,0,23323.3,22000.0
1146,2022-06-30,9473510839,347,0,2,18884.8,22000.0
1147,2022-07-01,9473510839,436,4,1,21601.8,22000.0
1148,2022-07-02,9473510839,635,4,1,25190.0,22000.0
1149,2022-07-03,9473510839,603,2,0,24246.2,22000.0
1150,2022-07-04,9473510839,540,1,0,19202.7,22000.0
1151,2022-07-05,9473510839,461,2,3,24102.1,22000.0
1152,2022-07-06,9473510839,383,1,0,22738.1,22000.0
1153,2022-07-07,9473510839,350,0,0,16522.0,22000.0
1154,2022-07-08,9473510839,10,0,0,242.0,22000.0
1155,2022-07-09,9473510839,343,1,0,16603.4,22000.0
1156,2022-07-10,9473510839,139,0,0,7458.0,22000.0
1157,2022-07-11,9473510839,609,2,0,40194.0,22000.0
1158,2022-07-12,9473510839,393,0,0,42916.5,22000.0
1159,2022-07-13,9473510839,176,2,1,25159.2,17600.0
1160,2022-07-14,9473510839,140,0,1,18335.9,17600.0
1161,2022-07-15,9473510839,219,2,0,16739.8,17600.0
1162,2022-07-16,9473510839,187,0,1,21332.3,17600.0
1163,2022-07-17,9473510839,132,2,0,16148.0,17600.0
1164,2022-07-18,9473510839,72,0,1,4822.4,17600.0
1165,2022-07-19,9473510839,60,2,0,2458.5,17600.0
1166,2022-07-20,9473510839,273,0,0,24560.8,17600.0
1167,2022-07-21,9473510839,334,1,0,35238.5,17600.0
1168,2022-07-22,9473510839,256,2,0,21514.9,17600.0
1169,2022-07-23,9473510839,139,0,1,8254.4,17600.0
1170,2022-07-24,9473510839,77,0,0,5817.9,17600.0
1171,2022-07-25,9473510839,69,0,0,5880.6,17600.0
1172,2022-07-26,9473510839,338,2,0,27596.8,17600.0
1173,2022-07-27,9473510839,435,3,0,35414.5,17600.0
1174,2022-07-28,9473510839,300,1,0,22365.2,17600.0
1175,2022-07-29,9473510839,307,1,2,20675.6,17600.0
1176,2022-07-30,9473510839,243,1,0,13505.8,17600.0
1177,2022-07-31,9473510839,199,1,0,10250.9,17600.0
1178,2022-08-01,9473510839,183,0,0,11068.2,17600.0
1179,2022-08-02,9473510839,328,1,0,23043.9,17600.0
1180,2022-08-03,9473510839,274,1,1,21362.0,17600.0
1181,2022-08-04,9473510839,138,0,0,9620.6,17600.0
1182,2022-08-05,9473510839,15,0,1,1287.0,17600.0
1183,2022-08-06,9473510839,65,0,0,4161.3,17600.0
1184,2022-08-07,9473510839,48,0,0,4371.4,17600.0
1185,2022-08-08,9473510839,118,0,1,15153.6,17600.0
1186,2022-08-09,9473510839,562,0,1,37925.8,17600.0
1187,2022-08-10,9473510839,272,1,1,22435.6,20900.0
1188,2022-08-11,9473510839,310,0,2,20189.4,20900.0
1189,2022-08-12,9473510839,317,2,1,21516.0,20900.0
1190,2022-08-13,9473510839,372,0,1,20670.1,20900.0
1191,2022-08-14,9473510839,353,0,1,20889.0,20900.0
1192,2022-08-15,9473510839,343,1,1,10781.1,20900.0
1193,2022-08-16,9473510839,586,2,2,24868.8,20900.0
1194,2022-08-17,9473510839,214,1,1,26001.8,20900.0
1195,2022-08-18,9473510839,191,0,0,21978.0,20900.0
1196,2022-08-19,9473510839,165,2,0,23084.6,20900.0
1197,2022-08-20,9473510839,121,1,0,21994.5,20900.0
1198,2022-08-21,9473510839,166,1,0,21314.7,20900.0
1199,2022-08-22,9473510839,133,0,1,20816.4,20900.0
1200,2022-08-23,9473510839,133,0,0,23052.7,20900.0
1201,2022-08-24,9473510839,147,1,1,19620.7,20900.0
1202,2022-09-01,9473510839,79,2,1,12454.2,11000.0
1203,2022-09-02,9473510839,76,0,0,11057.2,11000.0
1204,2022-09-03,9473510839,25,0,1,2395.8,11000.0
1205,2022-09-04,9473510839,31,0,2,2336.4,11000.0
1206,2022-09-05,9473510839,57,0,0,6680.3,11000.0
1207,2022-09-06,9473510839,157,1,0,24407.9,11000.0
1208,2022-09-07,9473510839,120,0,1,18129.1,11000.0
1209,2022-09-08,9473510839,88,0,1,16357.0,11000.0
1210,2022-09-09,9473510839,68,0,0,8913.3,11000.0
1211,2022-09-10,9473510839,40,0,1,2912.8,11000.0
1212,2022-09-11,9473510839,76,2,0,11474.1,11000.0
1213,2022-09-12,9473510839,113,1,0,21557.8,11000.0
1214,2022-09-13,9473510839,101,0,0,14683.9,11000.0
1215,2022-09-14,9473510839,66,1,2,12409.1,11000.0
1216,2022-09-15,9473510839,35,2,0,4494.6,11000.0
1217,2022-09-16,9473510839,95,0,1,14397.9,11000.0
1218,2022-09-17,9473510839,90,0,0,13222.0,11000.0
1219,2022-09-18,9473510839,57,0,0,7472.3,11000.0
1220,2022-09-19,9473510839,38,0,1,6020.3,11000.0
1221,2022-09-20,9473510839,85,1,0,17106.1,11000.0
1222,2022-09-21,9473510839,72,0,0,13121.9,11000.0
1223,2022-09-22,9473510839,64,0,0,12023.0,11000.0
1224,2022-09-23,9473510839,69,0,0,14142.7,11000.0
1225,2022-09-24,9473510839,82,0,0,12439.9,11000.0
1226,2022-09-25,9473510839,74,1,1,11163.9,11000.0
1227,2022-09-26,9473510839,98,1,0,11165.0,11000.0
1228,2022-09-27,9473510839,84,2,0,9402.8,11000.0
1229,2022-09-28,9473510839,46,0,0,8592.1,11000.0
1230,2022-09-29,9473510839,50,0,0,6163.3,11000.0
1231,2022-09-30,9473510839,21,0,0,2347.4,11000.0
1232,2022-10-01,9473510839,96,1,0,13900.7,11000.0
1233,2022-10-02,9473510839,98,1,0,14058.0,11000.0
1234,2022-10-03,9473510839,59,0,0,4950.0,11000.0
1235,2022-10-04,9473510839,35,0,0,3162.5,11000.0
1236,2022-10-05,9473510839,108,0,1,12225.4,11000.0
1237,2022-10-06,9473510839,66,1,0,8453.5,11000.0
1238,2022-10-07,9473510839,165,0,2,21431.3,11000.0
1239,2022-10-08,9473510839,129,1,1,14176.8,11000.0
1240,2022-10-09,9473510839,68,0,0,6183.1,11000.0
1241,2022-10-10,9473510839,43,1,0,4635.4,11000.0
1242,2022-10-11,9473510839,22,0,0,1812.8,11000.0
1243,2022-10-12,9473510839,109,0,0,12541.1,11000.0
1244,2022-10-13,9473510839,68,1,0,9038.7,8800.0
1245,2022-10-14,9473510839,28,0,0,2666.4,8800.0
1246,2022-10-15,9473510839,30,0,0,2894.1,8800.0
1247,2022-10-16,9473510839,105,1,1,15094.2,8800.0
1248,2022-10-17,9473510839,99,1,0,15072.2,8800.0
1249,2022-10-18,9473510839,46,0,0,5924.6,8800.0
1250,2022-10-31,9473510839,95,0,0,12433.3,11000.0
1251,2022-11-01,9473510839,80,0,0,12255.1,11000.0
1252,2023-01-05,9473510839,194,1,0,28636.3,16500.0
1253,2023-01-06,9473510839,88,1,0,11388.3,11000.0
1254,2023-01-07,9473510839,45,0,0,5307.5,11000.0
1255,2023-01-08,9473510839,47,0,0,8477.7,11000.0
1256,2023-01-09,9473510839,94,1,0,19497.5,11000.0
1257,2023-01-10,9473510839,59,0,0,10511.6,11000.0
1258,2023-01-11,9473510839,19,0,1,2953.5,11000.0
1259,2023-01-12,9473510839,21,0,0,2300.1,11000.0
1260,2023-01-13,9473510839,51,0,0,9202.6,11000.0
1261,2023-01-14,9473510839,73,1,0,8866.0,11000.0
1262,2023-01-15,9473510839,37,0,1,4924.7,11000.0
1263,2023-01-16,9473510839,34,1,1,5189.8,11000.0
1264,2023-01-17,9473510839,34,1,0,5342.7,11000.0
1265,2023-01-18,9473510839,31,0,0,4664.0,11000.0
1266,2023-01-19,9473510839,21,0,1,3479.3,11000.0
1267,2023-01-20,9473510839,14,2,0,2423.3,5500.0
1268,2023-01-21,9473510839,24,1,0,4430.8,5500.0
1269,2023-01-22,9473510839,51,0,0,8345.7,5500.0
1270,2023-01-23,9473510839,40,0,0,7170.9,5500.0
1271,2023-01-24,9473510839,8,0,0,1279.3,5500.0
1272,2023-01-25,9473510839,18,0,0,2279.2,4400.0
1273,2023-01-26,9473510839,36,0,0,6806.8,4400.0
1274,2023-01-27,9473510839,19,0,0,1798.5,4400.0
1275,2023-01-28,9473510839,40,0,0,4741.0,4400.0
1276,2023-01-29,9473510839,65,0,0,6637.4,4400.0
1277,2023-01-30,9473510839,18,0,0,1731.4,4400.0
1278,2023-01-31,9473510839,22,0,0,1944.8,2200.0
1279,2023-02-01,9473510839,20,0,0,2575.1,3740.0
1280,2023-02-02,9473510839,21,0,0,3551.9,3740.0
1281,2023-02-03,9473510839,23,1,1,2847.9,11000.0
1282,2023-02-04,9473510839,19,0,0,2036.1,11000.0
1283,2023-02-05,9473510839,38,0,1,3697.1,11000.0
1284,2023-02-06,9473510839,20,0,2,2949.1,11000.0
1285,2023-02-07,9473510839,14,0,0,3634.4,11000.0
1286,2023-02-08,9473510839,22,0,0,3495.8,11000.0
1287,2023-02-09,9473510839,18,0,1,2680.7,11000.0
1288,2023-02-10,9473510839,33,0,0,4463.8,11000.0
1289,2023-02-11,9473510839,28,1,0,4083.2,11000.0
1290,2023-02-12,9473510839,27,0,0,2631.2,11000.0
1291,2023-02-13,9473510839,26,1,0,2550.9,11000.0
1292,2023-02-14,9473510839,22,0,0,1978.9,11000.0
1293,2023-02-15,9473510839,20,0,2,3004.1,11000.0
1294,2023-02-16,9473510839,21,0,0,1882.1,11000.0
1295,2023-02-17,9473510839,18,0,0,1524.6,11000.0
1296,2023-02-18,9473510839,19,0,0,2413.4,11000.0
1297,2023-02-19,9473510839,19,0,0,2437.6,11000.0
1298,2023-02-20,9473510839,12,0,0,2050.4,11000.0
1299,2023-02-21,9473510839,19,0,0,2439.8,11000.0
1300,2023-02-22,9473510839,19,0,0,2554.2,11000.0
1301,2023-02-23,9473510839,24,0,2,3507.9,11000.0
1302,2023-02-24,9473510839,25,0,0,2803.9,11000.0
1303,2023-02-25,9473510839,19,1,0,1717.1,11000.0
1304,2023-02-26,9473510839,20,0,0,2099.9,11000.0
1305,2023-02-27,9473510839,7,1,0,1138.5,11000.0
1306,2023-02-28,9473510839,14,0,0,2280.3,11000.0
1307,2023-03-01,9473510839,16,0,0,1644.5,11000.0
1308,2023-03-02,9473510839,9,0,0,1311.2,11000.0
1309,2023-03-03,9473510839,9,2,0,1417.9,11000.0
1310,2023-03-04,9473510839,18,0,0,1964.6,11000.0
1311,2023-03-05,9473510839,22,1,1,2049.3,11000.0
1312,2023-03-06,9473510839,10,0,0,1052.7,11000.0
1313,2023-03-07,9473510839,15,0,0,1756.7,11000.0
1314,2023-03-08,9473510839,10,0,0,980.1,11000.0
1315,2023-03-09,9473510839,15,0,0,1870.0,11000.0
1316,2023-03-10,9473510839,31,0,0,4759.7,11000.0
1317,2023-03-11,9473510839,24,0,0,4068.9,11000.0
1318,2023-03-12,9473510839,19,0,0,2403.5,11000.0
1319,2023-03-13,9473510839,7,0,0,683.1,11000.0
1320,2023-03-14,9473510839,10,0,0,639.1,11000.0
1321,2023-03-15,9473510839,31,0,1,3415.5,8800.0
1322,2023-03-16,9473510839,28,0,0,2321.0,8800.0
1323,2023-03-17,9473510839,19,0,0,3074.5,8800.0
1324,2023-03-18,9473510839,11,0,0,679.8,8800.0
1325,2023-03-19,9473510839,24,0,0,1637.9,8800.0
1326,2023-03-20,9473510839,13,0,0,1482.8,8800.0
1327,2023-03-21,9473510839,15,0,0,2312.2,8800.0
1328,2023-03-22,9473510839,13,0,0,1005.4,8800.0
1329,2023-03-23,9473510839,9,0,1,965.8,8800.0
1330,2023-03-24,9473510839,21,0,0,2234.1,8800.0
1331,2023-03-25,9473510839,25,1,0,2556.4,8800.0
1332,2023-03-26,9473510839,29,0,0,2164.8,8800.0
1333,2023-03-27,9473510839,12,0,0,1082.4,8800.0
1334,2023-03-28,9473510839,15,0,0,2497.0,8800.0
1335,2023-03-29,9473510839,10,0,2,1887.6,8800.0
1336,2023-03-30,9473510839,15,0,1,1607.1,8800.0
1337,2023-03-31,9473510839,12,0,0,1586.2,8800.0
1338,2023-04-01,9473510839,27,0,1,2665.3,8800.0
1339,2023-04-02,9473510839,30,0,0,3088.8,8800.0
1340,2023-04-03,9473510839,16,0,0,1052.7,8800.0
1341,2023-04-04,9473510839,17,0,0,936.1,8800.0
1342,2023-04-05,9473510839,16,1,0,1455.3,8800.0
1343,2023-04-06,9473510839,21,0,0,1698.4,8800.0
1344,2023-04-07,9473510839,14,0,2,1042.8,8800.0
1345,2023-04-08,9473510839,20,0,0,1611.5,8800.0
1346,2023-04-09,9473510839,13,0,0,682.0,8800.0
1347,2023-04-10,9473510839,17,0,1,1358.5,8800.0
1348,2023-04-11,9473510839,11,0,0,679.8,8800.0
1349,2023-04-12,9473510839,16,0,0,2193.4,8800.0
1350,2023-04-13,9473510839,18,0,1,771.1,8800.0
1351,2023-04-14,9473510839,12,0,0,1068.1,3300.0
1352,2023-04-15,9473510839,26,0,0,2433.2,3300.0
1353,2023-04-16,9473510839,36,0,0,3623.4,3300.0
1354,2023-04-17,9473510839,29,1,0,2605.9,3300.0
1355,2023-04-18,9473510839,44,0,1,2964.5,3300.0
1356,2023-04-19,9473510839,38,0,0,2223.1,3300.0
1357,2023-04-20,9473510839,26,0,0,1509.2,3300.0
1358,2023-04-21,9473510839,21,0,0,909.7,3300.0
1359,2023-04-22,9473510839,25,0,0,1531.2,3300.0
1360,2023-04-23,9473510839,31,0,0,3580.5,3300.0
1361,2023-04-24,9473510839,52,0,0,3951.2,3300.0
1362,2023-04-25,9473510839,20,0,0,2036.1,3300.0
1363,2023-04-26,9473510839,15,0,0,2316.6,3300.0
1364,2023-04-27,9473510839,16,0,0,1122.0,3300.0
1365,2023-04-28,9473510839,13,0,0,1227.6,3300.0
1366,2023-04-29,9473510839,33,0,0,5414.2,3300.0
1367,2023-04-30,9473510839,31,0,0,4815.8,3300.0
1368,2023-05-01,9473510839,13,0,0,1223.2,3300.0
1369,2023-05-02,9473510839,14,0,0,931.7,3300.0
1370,2023-05-03,9473510839,16,0,0,1592.8,3300.0
1371,2023-05-04,9473510839,21,0,0,1885.4,3300.0
1372,2023-05-05,9473510839,13,0,0,858.0,3300.0
1373,2023-05-06,9473510839,11,0,0,1311.2,3300.0
1374,2023-05-07,9473510839,18,1,0,1398.1,3300.0
1375,2023-05-08,9473510839,10,0,0,1380.5,3300.0
1376,2023-05-09,9473510839,8,0,0,653.4,3300.0
1377,2023-05-10,9473510839,10,0,0,854.7,3300.0
1378,2023-05-11,9473510839,9,0,0,743.6,3300.0
1379,2023-05-12,9473510839,7,2,0,573.1,3300.0
1380,2023-05-13,9473510839,20,0,0,2602.6,3300.0
1381,2023-05-14,9473510839,32,0,0,3885.2,3300.0
